IAI(id) towaru,Kod producenta (ten z produktu prawdziwy),Opis Polski,Opis Niemiecki
zooart-52586-0,5010394004527,"Pedigree Schmackos - Przysmak O Aromacie Indyka Dla Dorosłych Psów 144g Skład

Mięso i produkty pochodzenia zwierzęcego (łącznie 40%)
Produkty pochodzenia roślinnego
Zboża
Substancje mineralne
Cukry
Oleje i tłuszcze
Analiza Składu

Białko: 25,0
Zawartość tłuszczu: 8,5
Materia nieorganiczna: 8,5
Włókno surowe: 2,5
Wilgotność: 20,0
Wapń: 1,0
Kwasy tłuszczowe Omega-6: 12637 mg/kg
Dodatki

Przeciwutleniacze
Witamina A: 2327 IU
Witamina E: 23,3 mg
Żelazo (siarczan żelaza (II), jednowodny): 14,0 mg
Aromat indyka: 0,20 mg
Dawkowanie

Małe psy (5-9 kg): podawać nie więcej niż 1 sztukę dziennie.

Średnie psy (10-24 kg): podawać do 2 sztuk dziennie.

Duże psy (od 25 kg): podawać do 4 sztuk na dzień.",
zooart-52430-0,4770608261283,"Pedigree Adult Mix Smaków W Sosie 40x100g Skład

Kawałki bogate w mieszankę Wołowiny i Jagnięciny

Mięso i produkty pochodzenia zwierzęcego (35%, naturalnego pochodzenia^ w 93%; w tym mieszanka wołowiny 7% i jagnięciny 7% i wątróbki wieprzowej w kawałkach**)
Zboża
Warzywa (w tym suszona marchewka 0,6%, co odpowiada zawartości marchewki 4%)
Roślinne ekstrakty białkowe
Produkty pochodzenia roślinnego^ (w tym wysłodki buraczane suszone 0,8%)
Oleje i tłuszcze
Substancje mineralne (0,6%)
Kawałki bogate w mieszankę Jagnięciny i Wątróbki

Mięso i produkty pochodzenia zwierzęcego (35%, naturalnego pochodzenia^ w 93%; w tym mieszanka jagnięciny 6% i wątróbki wieprzowej 9% w kawałkach**)
Zboża
Roślinne ekstrakty białkowe
Produkty pochodzenia roślinnego^ (w tym wysłodki buraczane suszone 0,8%)
Oleje i tłuszcze
Substancje mineralne (0,6%)
Kawałki bogate w mieszankę Wołowiny i Wątróbki

Mięso i produkty pochodzenia zwierzęcego (35%, naturalnego pochodzenia^ w 93%; w tym mieszanka wołowiny 6% i wątróbki wieprzowej 9% w kawałkach**)
Zboża
Warzywa (w tym suszona marchewka oraz mieszanka groszku 0,8%, co odpowiada zawartości marchewki i mieszanki groszku 4%)
Roślinne ekstrakty białkowe
Produkty pochodzenia roślinnego^ (w tym wysłodki buraczane suszone 0,8%)
Oleje i tłuszcze
Substancje mineralne (0,6%)
Kawałki bogate w Kaczkę

Mięso i produkty pochodzenia zwierzęcego (35%, naturalnego pochodzenia^ w 93%; w tym kaczka 14% i wątróbka wieprzowa 9% w kawałkach**)
Zboża
Roślinne ekstrakty białkowe
Produkty pochodzenia roślinnego^ (w tym wysłodki buraczane suszone 0,8%)
Oleje i tłuszcze
Substancje mineralne (0,6%)
Analiza Składu

Białko: 7,5%
Zawartość tłuszczu: 5,2%
Materia nieorganiczna: 1,8%
Włókno surowe: 0,40%
Wilgotność: 82,0%
Dodatki

Witamina D₃: 200 IU
Witamina E: 60,0 mg
Miedź (siarczan miedzi (II), pięciowodny ): 1,7 mg
Jod (jodan wapnia, bezwodny): 0,28 mg
Żelazo (siarczan żelaza (II), jednowodny): 3,6 mg
Mangan (siarczan manganawy, jednowodny): 2,2 mg
Cynk (siarczan cynku, jednowodny): 22,7 mg
Dawkowanie

Pies o masie ciała 5 kg potrzebuje 3½ - 4 saszetek karmy mokrej lub 2 saszetek karmy mokrej i 40 g karmy suchej dziennie,

Pies o masie ciała 10 kg potrzebuje 6½ - 7½ saszetki karmy mokrej lub 3 saszetek karmy mokrej i 75 g karmy suchej dziennie,

Pies o masie ciała 20 kg potrzebuje 10½ - 11½ saszetki karmy mokrej lub 4 saszetek karmy mokrej i 150 g karmy suchej dziennie.",
zooart-54091-0,5010394004213,"Pedigree Mega Box Schmackos 790g Skład

Mięso i produkty pochodzenia zwierzęcego (łącznie 40%)
Produkty pochodzenia roślinnego
Zboża
Substancje mineralne
Cukry
Oleje i tłuszcze
Analiza Składu

Białko: 25.0
Zawartość tłuszczu: 8,5
Materia nieorganiczna: 8,5
Włókno surowe: 2,5
Wilgotność: 20,0
Wapń: 1,0
Kwasy tłuszczowe omega-6: 13077 mg/kg
Dodatki

Witamina A: 2406 IU
Witamina E: 24,1 mg
Żelazo (siarczan żelaza (II), jednowodny): 14,4 mg
Aromat Wołowiny: 1,0 mg
Aromat Jagnięciny: 1,2 mg
Aromat Drobiu: 9,8 mg
Dawkowanie

Małe psy (5-9 kg): podawać nie więcej niż 1 sztuka dziennie.

Średnie psy (10-24 kg): podawać do 2 sztuk dziennie.

Duże psy (od 25 kg): podawać do 4 sztuk na dzień.

Proszę odpowiednio zmniejszyć dawkę głównego posiłku. Po otwarciu opakowania zużyć w ciągu 14 dni. Przechowywać w suchym i chłodnym miejscu. Pamiętaj, aby zapewnić zwierzęciu stały dostęp do świeżej wody do picia.",
zooart-54092-0,4008429127649,"Pedigree Mega Box Rodeo I Jumbone 780g Skład

Z Kurczakiem oraz o smaku Bekonu

Produkty pochodzenia roślinnego
Zboża
Mięso i produkty pochodzenia zwierzęcego (w tym 2,5% suszonej wątroby drobiowej w proszku, co odpowiada 4% kurczaka)
Substancje mineralne
Cukry
Oleje i tłuszcze
Nasiona
O smaku Wołowiny i Drobiu

Zboża
Produkty pochodzenia roślinnego
Cukry
Substancje mineralne
Mięso i produkty pochodzenia zwierzęcego (w tym suszona wątroba wołowa w proszku 1,2%, co odpowiada zawartości wołowiny 2% i suszonej wątroby drobiowej w proszku 1,2%, co odpowiada zawartości drobiu 2,5%)
Nasiona
Oleje i tłuszcze
Roślinne ekstrakty białkowe
Analiza Składu

Z Kurczakiem oraz o smaku Bekonu

Białko: 23,6
Zawartość tłuszczu: 3,5
Materia nieorganiczna: 5,9
Włókno surowe: 2,1
Wilgotność: 18,2
Wapń: 0,80
Kwasy tłuszczowe omega-3: 400 mg/kg
O smaku Wołowiny i Drobiu

Białko: 7,0
Zawartość tłuszczu: 2,0
Materia nieorganiczna: 4,4
Włókno surowe: 0,50
Wilgotność: 16,0
Wapń: 0,50
Kwasy tłuszczowe omega-3: 615 mg/kg
Dodatki

Z Kurczakiem oraz o smaku Bekonu

Witamina A: 5000 IU
Witamina E: 50,0 mg
Żelazo (siarczan żelaza (II), jednowodny): 15,0 mg
O smaku Wołowiny i Drobiu

Witamina A: 5124 IU
Witamina E: 51,2 mg
Żelazo (siarczan żelaza (II), jednowodny): 15,4 mg
Dawkowanie

Małe psy (5-9 kg): podawać do 4 sztuk na tydzień.

Średnie psy (10-24 kg): podawać do 7 sztuk na tydzień.

Duże psy (od 25 kg): podawać do 14 sztuk na tydzień.

Proszę odpowiednio zmniejszyć dawkę głównego posiłku. Ten przysmak do gryzienia jest przeznaczony dla psów o masie ciała powyżej 5 kg. Nie jest przeznaczony dla szczeniąt poniżej 4 miesiąca życia. Przechowywać w suchym i chłodnym miejscu. Pamiętaj, aby zapewnić zwierzęciu stały dostęp do świeżej wody do picia.",
zooart-54093-0,4008429127663,"Pedigree Mega Box Tasty Minis I Jumbone Mini 740g Skład

Z kurczakiem, o smaku kaczki

Zboża
Mięso i produkty pochodzenia zwierzęcego (w tym kurczak 4% i kaczka 1%)
Produkty pochodzenia roślinnego
Oleje i tłuszcze
Substancje mineralne
Nasiona
O smaku wołowiny i drobiu

Zboża
Produkty pochodzenia roślinnego
Cukry
Substancje mineralne
Mięso i produkty pochodzenia zwierzęcego (w tym 1,2% suszonej wątroby wołowej w proszku, co odpowiada 2% wołowiny oraz 1,2% suszonej wątroby drobiowej w proszku, co odpowiada 2,5% drobiu)
Nasiona
Oleje i tłuszcze
Roślinne ekstrakty białkowe
Analiza Składu

Z kurczakiem, o smaku kaczki

Białko: 21,0
Zawartość tłuszczu: 11,0
Materia nieorganiczna: 9,0
Włókno surowe: 3,0
Wilgotność: 15,0
Wapń: 1,7
Kwasy tłuszczowe omega-3: 428 mg/k
O smaku wołowiny i drobiu

Białko: 7,0
Zawartość tłuszczu: 2,0
Materia nieorganiczna: 4,4
Włókno surowe: 0,50
Wilgotność: 16,0
Wapń: 0,50
Kwasy tłuszczowe omega-3: 615 mg/kg
Dodatki

Z kurczakiem, o smaku kaczki

Witamina A: 5124 IU,
Witamina E: 51,2 mg,
Żelazo (siarczan żelaza (II), jednowodny): 15,4 mg
O smaku wołowiny i drobiu

Przeciwutleniacze i barwniki
Witamina A: 3824 IU
Witamina E: 38,2 mg
Żelazo (siarczan żelaza (II), jednowodny): 11,5 mg
Dawkowanie

Psy miniaturowe (2-3 kg): podawać nie więcej niż 1 sztukę dziennie.

Małe psy (4-9 kg): podawać do 2 sztuk dziennie.

Średnie psy (10-14 kg): podawać do 5 sztuk dziennie.

Psy średnio-duże (15-24 kg): podawać do 7 sztuk dziennie.

Duże psy (od 25 kg): podawać do 11 sztuk dziennie.",
zooart-55087-0,,"PURINA Dentalife Extra Mini 69g Skład

Zboża (60% ekstrudowanej mąki kukurydzianej, 5% mąki pszennej)
Glicerol
Składniki mineralne
Drożdże
Mięso i produkty pochodzenia zwierzęcego (1,2%*)
Oleje i tłuszcze
Analiza Składu

Wilgotność 14.5%
Białko 7,0 %
Tłuszcze 2,5 %
Popiół surowy 4,5 %
Włókno 0,7 %
Wapń 1,0%
Dodatki

Witamina A: 8500
Witamina D3: 570
Witamina E: 60mg/kg
Jodan wapnia bezwodny: 2.2
Siarczan manganu, jednowodny: 12.5
Siarczan cynku jednowodny: 280
Selenin sodu: 0.31
Przeciwutleniacze
Dawkowanie

Stosować jako dodatek do codziennej diety psów - 1 sztuka dziennie.",
zooart-49255-0,,"PURINA Friskies Balance Kurczak Z Warzywami 15kg Skład

Zboża (pełnoziarniste 58%)
Mięso i produkty pochodzenia zwierzęcego (8%)*
Produkty pochodzenia roślinnego
Oleje i tłuszcze
Roślinne ekstrakty białkowe
Składniki mineralne
Warzywa (0,08% warzyw w , proszku - odpowiada 0,5% warzyw)
Analiza Składu

Białko: 20,0%
Oleje i tłuszcze surowe: 10,0%
Kwas tłuszczowe Omega 6: kwas linolowy 1,70%
Kwas tłuszczowy Omega 3: kwas linolenowy 0,10%
Popiół surowy: 8,0%
Włókno surowe: 3,0%
Dodatki

Wit. A: 19000 IU/kg
Wit. D3: 1100 IU/kg
Wit. E: 90 IU/kg
Jednowodny siarczan żelazawy: 250 mg/kg
Bezwodny jodan wapnia: 3,1 mg/kg
Pięciowodny siarczan miedzi: 35 mg/kg
Jednowodny siarczan manganu: 19 mg/kg
Jednowodny siarczan cynku: 390 mg/kg
Selenin sodu: 0,43 mg/kg
Witaminy z grupy B: 75 mg/kg
Barwniki i przeciwutleniacze
Dawkowanie

Dzienne ilości karmy dla dorosłych psów:

Miniaturowy 1-5 kg / Ilość 40-125 g.
Mały 5-10 kg / Ilość 125-195 g.
Średni 10-25 kg / Ilość 195-360 g.
Duży 25-45 kg / Ilość 360-535 g.
Olbrzymi 45-70 kg / Ilość 535-720 g.",
zooart-9320-0,7613031394869,"PURINA Friskies Balance Kurczak Z Warzywami 15kg Skład

Zboża (pełnoziarniste 58%)
Mięso i produkty pochodzenia zwierzęcego (8%)*
Produkty pochodzenia roślinnego
Oleje i tłuszcze
Roślinne ekstrakty białkowe
Składniki mineralne
Warzywa (0,08% warzyw, w proszku - odpowiada 0,5% warzyw)
Analiza Składu

Białko: 20,0%
Oleje i tłuszcze surowe: 10,0%
Kwas tłuszczowe Omega 6: kwas linolowy 1,70%
Kwas tłuszczowy Omega 3: kwas linolenowy 0,10%
Popiół surowy: 8,0%
Włókno surowe: 3,0%
Dodatki

Wit. A: 19000 IU/kg
Wit. D3: 1100 IU/kg
Wit. E: 90 IU/kg
Jednowodny siarczan żelazawy: 250 mg/kg
Bezwodny jodan wapnia: 3,1 mg/kg
Pięciowodny siarczan miedzi: 35 mg/kg
Jednowodny siarczan manganu: 19 mg/kg
Jednowodny siarczan cynku: 390 mg/kg
Selenin sodu: 0,43 mg/kg
Witaminy z grupy B: 75 mg/kg
Barwniki i przeciwutleniacze
Dawkowanie

Dzienne ilości karmy dla dorosłych psów.

Miniaturowy 1-5 kg / Ilość 40-125 g.
Mały 5-10 kg / Ilość 125-195 g.
Średni 10-25 kg / Ilość 195-360 g.
Duży 25-45 kg / Ilość 360-535 g.
Olbrzymi 45-70 kg / Ilość 535-720 g.",
zooart-9319-0,5997204506887,"PURINA Friskies Junior Z Kurczakiem Mlekiem I Warzywami 15kg Skład

Zboża (pełne ziarno 55%)
Mięso i produkty pochodzenia zwierzęcego (15%, w tym kurczak 4%)
Oleje i tłuszcze
Produkty pochodzenia roślinnego
Roślinne ekstrakty białkowe
Minerały
Warzywa (odwodnione warzywa 0.6% odpowiada 4% warzyw)
Cukry
Składniki mineralne
Mleko i produkty mleczne (w granulkach w kształcie kości: 0,7% odtłuszczonego mleka w proszku – odpowiada 4% odtłuszczonego mleka)
Mleko i produkty mleczne ( odtłuszczone mleko w mleku w proszku 0.7%, odpowiada 4% odtłuszczonego mleka w granulkach w kształcie kości*)
Analiza Składu

Białko 25%
tłuszcz surowy 12%
popiół surowy 7,5%
włókno surowe 3%
kwasy tłuszczowe Omega-6: kwas linolowy: 1,6%
kwas tłuszczowy Omega 3: kwas linolenowy: 0,1%
Dodatki Na 1 kg

Wit. A: 20000 IU/kg
Wit. D3: 1160 IU/kg
Wit. E: 95 IU/kg
Jednowodny siarczan żelazawy: 260 mg/kg
Bezwodny jodan wapnia: 3,2 mg/kg
Pięciowodny siarczan miedzi: 37 mg/kg
Jednowodny siarczan manganu: 20 mg/kg
Jednowodny siarczan cynku: 410 mg/kg
Selenin sodu: 0,45 mg/kg
Witaminy z grupy B: 79 mg/kg
Barwniki
Przeciwutleniacze
Dawkowanie

Wielkość	Przewidywana masa ciała dorosłego psa	1,5–3 miesiąc	4–5 miesiąc	6–9 miesiąc	9–12 miesiąc	12–24 miesiąc
Mini	1–5 kg	55–100 g	65–80 g	65–80 g	Dorosły	Dorosły
Mały	5–10 kg	65–130 g	95–160 g	80–165 g	80 – Dorosły	Dorosły
Średni	10–25 kg	85–220 g	135–270 g	165–390 g	165–405 g	Dorosły
Duży	25–45 kg	110–270 g	250–390 g	330–665 g	390–720 g	405–730 g
Olbrzymi	45–70 kg	135–460 g	310–680 g	450–980 g	665–1040 g	720–1055 g",
zooart-8907-0,7613034083784,"PURINA Pro Plan Adult Duo Delice Beef & Rice 10kg Skład

Wołowina (17%)
Pszenica
Odwodnione białko drobiowe
Kukurydza
Tłuszcz zwierzęcy
Grys kukurydziany
Glutenowa mączka pszenna
Ryż (4%)
Suszona pulpa buraczana
Składniki mineralne
Digest
Glikol propylenowy
Suszone jajo
Olej rybi
Mąka słodowa
Analiza Składu

Białko: 26.0%
Oleje i tłuszcze surowe: 16.0%
Popiół surowy: 7.5%
Włókno surowe: 2.5%
Dodatki

Wit. A: 33 000 IU/kg
Wit. D3: 1000 IU/kg
Wit. E: 550 IU/kg
Wit. C: 140 IU/kg
Jednowodny siarczan żelazawy: 240 mg/kg
Bezwodny jodan wapnia: 3.0 mg/kg
Pięciowodny siarczan miedzi: 48 mg/kg
Jednowodny siarczan manganu: 110 mg/kg
Jednowodny siarczan cynku: 400 mg/kg
Selenin sodu: 0.28 mg/kg
Ekstrakty tokoferolu z olejów roślinnych: 51 mg/kg
Dawkowanie

Waga dorosłego psa	Niska aktywność	Wysoka aktywność
10 - 25 kg	180 - 330 g	205 - 375 g
25 - 35 kg	330 - 415 g	375 - 475 g
35 - 45 kg	415 - 490 g	475 - 560 g
45 - 70 kg	490 - 655 g	560 - 750 g",
zooart-43876-0,246810,"PURINA Dentalife Large 142g Skład

Zboża (60% ekstrudowanej mąki kukurydzianej, 5% mąki pszennej)
Glicerol
Składniki mineralne
Drożdże
Mięso i produkty pochodzenia zwierzęcego (1,2%*)
Oleje i tłuszcze
Analiza Składu

Wilgotność 14,5%
Białko 7,0%
Oleje i tłuszcze surowe 2,5%
Popiół surowy 4,5%
Włókno surowe 0,7%
Wapń 1,1%
Dodatki

Wit. A: 8500 IU/kg
Wit. D3: 570 IU/kg
Wit. E: 60 IU/kg
Bezwodny jodan wapnia: (I: 2,2) mg/kg
Jednowodny siarczan manganu: (Mn: 12,5) mg/kg
Jednowodny siarczan cynku: (Zn: 280) mg/kg
Selenin sodu: (Se: 0,31) mg/kg
Przeciwutleniacze
Dawkowanie

Dla dużego psa od 25 do 40 kg: 1 sztuka/dzień.",
zooart-43875-0,7613036894449,"PURINA Dentalife Medium 115g Skład

Zboża (60% ekstrudowanej mąki kukurydzianej, 5% mąki pszennej)
Glicerol
Składniki mineralne
Drożdże
Mięso i produkty pochodzenia zwierzęcego (1,2%*)
Oleje i tłuszcze
Analiza Składu

Wilgotność 14,5%
Białko 7,0%
Oleje i tłuszcze surowe 2,5%
Popiół surowy 4,5%
Włókno surowe 0,7%
Wapń 1,1%
Dodatki

Wit. A: 8500 IU/kg
Wit. D3: 570 IU/kg
Wit. E: 60 IU/kg
Bezwodny jodan wapnia: (I: 2,2) mg/kg
Jednowodny siarczan manganu: (Mn: 12,5) mg/kg
Jednowodny siarczan cynku: (Zn: 280) mg/kg
Selenin sodu: (Se: 0,31) mg/kg
Przeciwutleniacze
Dawkowanie

Dla średniego i dużego psa od 12 do 25 kg: 1 sztuka/dzień.",
zooart-43874-0,7613036894029,"PURINA Dentalife Small 115g Skład

Zboża (60% ekstrudowanej mąki kukurydzianej, 5% mąki pszennej)
Glicerol
Składniki mineralne
Drożdże
Mięso i produkty pochodzenia zwierzęcego (1,2%*)
Oleje i tłuszcze
Analiza Składu

Wilgotność 14,5%
Białko 7,0%
Oleje i tłuszcze surowe 2,5%
Popiół surowy 4,5%
Włókno surowe 0,7%
Wapń 1,1%
Dodatki

Wit. A: 8500 IU/kg
Wit. D3: 570 IU/kg
Wit. E: 60 IU/kg
Bezwodny jodan wapnia: (I: 2,2) mg/kg
Jednowodny siarczan manganu: (Mn: 12,5) mg/kg
Jednowodny siarczan cynku: (Zn: 280) mg/kg
Selenin sodu: (Se: 0,31) mg/kg
Przeciwutleniacze
Dawkowanie

Dla małego i średniego psa od 7-12 kg: 1 sztuka/dzień.",
zooart-13343-0,7613035394889,"Purina Cat Chow Adult Duck 15kg Skład

Zboża (44% pełnoziarniste*)
Mięso i produkty pochodzenia zwierzęcego (20%)
Roślinne ekstrakty białkowe
Oleje i tłuszcze
Produkty pochodzenia roślinnego (2.7% suszona pulpa buraczana, 0.07% suszona pietruszka - odpowiednik 0.4% pietruszki*)
Warzywa* (2% suszony korzeń cykorii, 0.07% suszona marchew - odpowiednik 0.4% marchwi, 0.07%, suszony szpinak - odpowiednik 0.4% szpinaku)
Składniki mineralne
Drożdże* (0.3%)
Analiza Składu

Białko: 32.0%
Oleje i tłuszcze surowe: 11.0%
Popiół surowy: 7.5%
Włókno surowe: 2.5%
Dodatki

Witamina A (11500 j.m./kg)
Witamina D3 (950 j.m./kg)
Witamina E (80 j.m./kg)
Siarczan żelaza jednowodny: (130 mg/kg)
Jodan wapnia bezwodny (2,2 mg/kg)
Siarczan miedzi pięciowodny (32 mg/kg)
Siarczan manganu jednowodny (14 mg/kg)
Siarczan cynku jednowodny (160 mg/kg)
Selenin sodu (0,2 mg/kg)
Witaminy B (105 mg/kg)
Przeciwutleniacze
Dawkowanie

waga kota	dawka dzienna
2-4 kg	30-60 g
4-6 kg	70-90 g",
zooart-13992-0,5997204514127,"Purina Cat Chow Adult Chicken And Rice 15kg  Skład

Zboże (45% pełnoziarniste*)
Mięso i podroby (20%**)
Ekstrakty z białek roślinnych
Oleje i tłuszcze
Roślinne produkty uboczne (2,7% suszone wysłodziny buraków cukrowych , 0,07% suszonej pietruszki odpowiada 0,4% pietruszki)
Warzywa* (2% suszony korzeń cykorii, 0,07% suszonej marchwi odpowiada 0,4% marchwi, 0,07% suszonego szpinaku odpowiada 0,4% szpinaku)
Składniki mineralne
Drożdże* (0,3%)
Analiza Składu

Białko surowe 32.0 %
Tłuszcz surowy 11.0 %
Włókno surowe 2.5 %
Popiół surowy 7.5 %
Dodatki

Witamina A (11500 j.m./kg)
Witamina D3 (950 j.m./kg)
Witamina E (80 j.m./kg)
Siarczan żelaza jednowodny: (130 mg/kg)
Jodan wapnia bezwodny (2,2 mg/kg)
Siarczan miedzi pięciowodny (32 mg/kg)
Siarczan manganu jednowodny (14 mg/kg)
Siarczan cynku jednowodny (160 mg/kg)
Selenin sodu (0,2 mg/kg)
Witaminy B (105 mg/kg)
Przeciwutleniacze
Dawkowanie

Waga kota	Ilość w g/dzień
2 - 4 kg	35 - 70 g
4 - 6 kg	70 - 100 g",
zooart-3040-0,5997204514738,"Purina Cat Chow Adult Tuna And Salmon 15kg  Skład

Zboża
Mięso i produkty pochodzenia zwierzęcego
Ekstrakty z białka roślinnego (min. 2% soi)
Oleje i tłuszcze (min. 0,006% ekstraktu z rozmarynu)
Ryby i produkty pochodzenia rybnego (min. 4% łososia i min. 4% tuńczyka)
Produkty pochodzenia roślinnego (min. 0,05% mączki rzepakowej)
Warzywa (min. 0,5% marchewki, min. 0,5% szpinaku, min. 0,2% pietruszki, min. 0,5% cykorii)
Składniki mineralne
Drożdże
Analiza Składu

Białko całkowite 34%
Tłuszcz całkowity 12%
Popiół surowy 8%
Włókno surowe 3%
Wapń 1,3%
Fosfor 1,3%
Siarczan miedzi (miedź 8 mg/kg)
Dodatki

Witamina A (13.000 j.m./kg)
Witamina D3 (1.100 j.m./kg)
Witamina E (95 j.m./kg)
Żelazo (E1) (50 mg/kg)
Jod (E2) (1,6 mg/kg)
Miedź (E4) (9mg/kg)
Mangan (E5) (5mg/kg)
Cynk (E6) (70 mg(kg)
Selen (E8) (0,11mg/kg)
Dawkowanie

Rasa kota

waga

g/dzień

mały

2-3kg

35-50g

średni

3-4,5kg

50-80g

duży

4,5-6kg

80-105g

",
zooart-3042-0,5997204513984,"Purina Cat Chow Kitten Chicken 1,5kg Skład

Mięso i produkty pochodzenia zwierzęcego (33%**)
Zboża (32% pełnoziarniste*)
Roślinne ekstrakty białkowe
Oleje i tłuszcze
Produkty pochodzenia roślinnego (2.7% suszona pulpa buraczana, 0.07% suszona pietruszka - odpowiednik 0.4% pietruszki*)
Warzywa* (2% suszony korzeń cykorii, 0.07% suszona marchew - odpowiednik 0.4% marchwi, 0.07% suszony szpinak - odpowiednik 0.4% szpinaku)
Składniki mineralne
Drożdże* (0.3%)
Analiza Składu

Białko 40.0%
Oleje i tłuszcze surowe 12.0%
Popiół surowy 8.5%
Włókno surowe 2.5%
DHA 0.01%
Dodatki

Witamina A (14000 j.m./kg)
Witamina D3 (1150 j.m./kg)
Witamina E (100 j.m./kg)
Siarczan żelaza jednowodny (160 mg/kg)
Jodan wapnia bezwodny (2,6 mg/kg)
Siarczan miedzi pięciowodny (39 mg/kg)
Siarczan manganu jednowodny (200 mg/kg)
Siarczan cynku jednowodny (245 mg/kg)
Selenin sodu (0,2 mg/kg)
Witaminy B (120 mg/kg)
Przeciwutleniacze
Dawkowanie

Kocię	Wiek kocięcia
(g/dzień):	Dzienna
Ilość posiłków
6 do 12 tygodni	25 do 90 g	2-3
3 do 6 miesięcy	50 do 115 g	2
6 do 12 miesięcy	115 do 60 g	2
Kotka ciężarna lub karmiąca	Dzienna dawka (g/dzień)
Waga kotki przed ciążą lub zakończeniem karmienia	Ciąża	Karmienie
3 do 4 kg	70-105 g	105-280 g
5 do 6 kg	115-160 g	175-420 g",
zooart-3043-0,5997204514028,"Purina Cat Chow Kitten Chicken 15kg Skład

Mięso i produkty pochodzenia zwierzęcego (33%**)
Zboża (32% pełnoziarniste*)
Roślinne ekstrakty białkowe
Oleje i tłuszcze
Produkty pochodzenia roślinnego (2.7% suszona pulpa buraczana, 0.07% suszona pietruszka - odpowiednik 0.4% pietruszki*)
Warzywa* (2% suszony korzeń cykorii, 0.07% suszona marchew - odpowiednik 0.4% marchwi, 0.07% suszony szpinak - odpowiednik 0.4% szpinaku)
Składniki mineralne
Drożdże* (0.3%)
Analiza Składu

Białko 40.0%
Oleje i tłuszcze surowe 12.0%
Popiół surowy 8.5%
Włókno surowe 2.5%
DHA 0.01%
Dodatki

Witamina A (14000 j.m./kg)
Witamina D3 (1150 j.m./kg)
Witamina E (100 j.m./kg)
Siarczan żelaza jednowodny (160 mg/kg)
Jodan wapnia bezwodny (2,6 mg/kg)
Siarczan miedzi pięciowodny (39 mg/kg)
Siarczan manganu jednowodny (200 mg/kg)
Siarczan cynku jednowodny (245 mg/kg)
Selenin sodu (0,2 mg/kg)
Witaminy B (120 mg/kg)
Przeciwutleniacze
Dawkowanie

Kocię	Wiek kocięcia
(g/dzień):	Dzienna
Ilość posiłków
6 do 12 tygodni	25 do 90 g	2-3
3 do 6 miesięcy	50 do 115 g	2
6 do 12 miesięcy	115 do 60 g	2
Kotka ciężarna lub karmiąca	Dzienna dawka (g/dzień)
Waga kotki przed ciążą lub zakończeniem karmienia	Ciąża	Karmienie
3 do 4 kg	70-105 g	105-280 g
5 do 6 kg	115-160 g	175-420 g",
zooart-3045-0,5997204514486,"Purina Cat Chow Special Care Hairball Control 1,5kg Skład

Zboża (38% pełnoziarniste*)
Mięso i produkty pochodzenia zwierzęcego (20%**)
Roślinne ekstrakty białkowe
Oleje i tłuszcze
Produkty pochodzenia roślinnego (5.4% suszona pulpa buraczana, 0.07% suszona pietruszka - odpowiednik 0.4% pietruszki*)
Warzywa* (2% suszony korzeń cykorii, 0.07% suszona marchew - odpowiednik 0.4% marchwi, 0.07% suszony szpinak - odpowiednik 0.4% szpinaku)
Składniki mineralne
Drożdże* (0.3%)
Analiza Składu

Białko 32.0%
Oleje i tłuszcze surowe 11.0%
Popiół surowy 7.5%
Włókno surowe 5.5%
Dodatki

Witamina A (14000 j.m./kg)
Witamina D3 (1150 j.m./kg)
Witamina E (100 j.m./kg)
Siarczan żelaza jednowodny (160 mg/kg)
Jodan wapnia bezwodny (2,6 mg/kg)
Siarczan miedzi pięciowodny (39 mg/kg)
Siarczan manganu jednowodny (200 mg/kg)
Siarczan cynku jednowodny (245 mg/kg)
Selenin sodu (0,2 mg/kg)
Witaminy B (120 mg/kg)
Przeciwutleniacze
Dawkowanie

Wielkość kota	Dzienna dawka
(g/dzień)
Mały (2 do 4 kg)	35 do 70 g
Średni (4 do 6 kg)	70 do 105 g",
zooart-3046-0,5997204514523,"Purina Cat Chow Special Care Hairball Control 15kg Skład

Zboża (38% pełnoziarniste*)
Mięso i produkty pochodzenia zwierzęcego (20%**)
Roślinne ekstrakty białkowe
Oleje i tłuszcze
Produkty pochodzenia roślinnego (5.4% suszona pulpa buraczana, 0.07% suszona pietruszka - odpowiednik 0.4% pietruszki*)
Warzywa* (2% suszony korzeń cykorii, 0.07% suszona marchew - odpowiednik 0.4% marchwi, 0.07% suszony szpinak - odpowiednik 0.4% szpinaku)
Składniki mineralne
Drożdże* (0.3%)
Analiza Składu

Białko 32.0%
Oleje i tłuszcze surowe 11.0%
Popiół surowy 7.5%
Włókno surowe 5.5%
Dodatki

Witamina A (14000 j.m./kg)
Witamina D3 (1150 j.m./kg)
Witamina E (100 j.m./kg)
Siarczan żelaza jednowodny (160 mg/kg)
Jodan wapnia bezwodny (2,6 mg/kg)
Siarczan miedzi pięciowodny (39 mg/kg)
Siarczan manganu jednowodny (200 mg/kg)
Siarczan cynku jednowodny (245 mg/kg)
Selenin sodu (0,2 mg/kg)
Witaminy B (120 mg/kg)
Przeciwutleniacze
Dawkowanie

Wielkość kota	Dzienna dawka
(g/dzień)
Mały (2 do 4 kg)	35 do 70 g
Średni (4 do 6 kg)	70 do 105 g",
